data,produto,ano,mes,periodo_mes,dia_da_semana,preco_concorrente,preco_praticado,historico_vendas_7d,historico_vendas_30d,estoque,demanda
2024-08-23,Vergalhão de Aço,2024,8,Fim_Mes,4,61.73,52.67,199.4,249.2,1226,357
2024-08-24,Vergalhão de Aço,2024,8,Fim_Mes,5,59.07,63.42,215.9,247.9,1021,62
2024-08-25,Vergalhão de Aço,2024,8,Fim_Mes,6,59.88,61.2,215.0,240.9,1917,76
2024-08-26,Vergalhão de Aço,2024,8,Fim_Mes,0,59.87,53.26,217.4,235.2,958,354
2024-08-27,Vergalhão de Aço,2024,8,Fim_Mes,1,59.25,57.17,235.1,245.9,1101,280
2024-08-28,Vergalhão de Aço,2024,8,Fim_Mes,2,59.35,67.04,228.7,251.8,631,144
2024-08-29,Vergalhão de Aço,2024,8,Fim_Mes,3,59.38,65.76,208.7,249.6,1218,142
2024-08-30,Vergalhão de Aço,2024,8,Fim_Mes,4,57.4,50.03,202.1,244.1,908,319
2024-08-31,Vergalhão de Aço,2024,8,Fim_Mes,5,59.1,64.81,196.7,247.4,1239,38
2024-09-01,Vergalhão de Aço,2024,9,Inicio_Mes,6,59.25,69.19,193.3,234.9,702,61
2024-09-02,Vergalhão de Aço,2024,9,Inicio_Mes,0,57.82,52.88,191.1,228.1,790,459
2024-09-03,Vergalhão de Aço,2024,9,Inicio_Mes,1,60.69,63.17,206.1,236.1,798,300
2024-09-04,Vergalhão de Aço,2024,9,Inicio_Mes,2,59.81,58.5,209.0,243.6,1510,382
2024-09-05,Vergalhão de Aço,2024,9,Inicio_Mes,3,58.34,67.25,243.0,241.8,992,163
2024-09-06,Vergalhão de Aço,2024,9,Inicio_Mes,4,60.36,65.4,246.0,239.4,683,219
2024-09-07,Vergalhão de Aço,2024,9,Inicio_Mes,5,58.3,52.14,231.7,233.7,1893,180
2024-09-08,Vergalhão de Aço,2024,9,Inicio_Mes,6,57.42,58.29,252.0,222.4,1517,106
2024-09-09,Vergalhão de Aço,2024,9,Inicio_Mes,0,59.01,65.87,258.4,217.0,1220,223
2024-09-10,Vergalhão de Aço,2024,9,Inicio_Mes,1,56.71,49.03,224.7,221.8,823,571
2024-09-11,Vergalhão de Aço,2024,9,Meio_Mes,2,57.58,49.89,263.4,237.0,1738,425
2024-09-12,Vergalhão de Aço,2024,9,Meio_Mes,3,58.68,68.48,269.6,235.0,865,132
2024-09-13,Vergalhão de Aço,2024,9,Meio_Mes,4,57.34,57.01,265.1,229.2,1401,242
2024-09-14,Vergalhão de Aço,2024,9,Meio_Mes,5,59.33,69.64,268.4,227.0,856,39
2024-09-15,Vergalhão de Aço,2024,9,Meio_Mes,6,59.56,65.51,248.3,222.3,818,59
2024-09-16,Vergalhão de Aço,2024,9,Meio_Mes,0,61.09,56.91,241.6,216.2,1464,336
2024-09-17,Vergalhão de Aço,2024,9,Meio_Mes,1,57.93,60.04,257.7,225.2,1641,236
2024-09-18,Vergalhão de Aço,2024,9,Meio_Mes,2,58.62,50.0,209.9,231.1,1081,449
2024-09-19,Vergalhão de Aço,2024,9,Meio_Mes,3,57.52,55.0,213.3,238.4,1744,278
2024-09-20,Vergalhão de Aço,2024,9,Meio_Mes,4,58.36,57.86,234.1,236.8,639,236
2024-09-21,Vergalhão de Aço,2024,9,Fim_Mes,5,61.21,54.42,233.3,235.2,989,99
2024-09-22,Vergalhão de Aço,2024,9,Fim_Mes,6,59.63,70.23,241.9,232.2,660,33
2024-09-23,Vergalhão de Aço,2024,9,Fim_Mes,0,58.0,56.81,238.1,221.4,1618,240
2024-09-24,Vergalhão de Aço,2024,9,Fim_Mes,1,56.58,62.8,224.4,227.4,938,151
2024-09-25,Vergalhão de Aço,2024,9,Fim_Mes,2,56.4,60.16,212.3,229.9,924,174
2024-09-26,Vergalhão de Aço,2024,9,Fim_Mes,3,58.58,54.06,173.0,223.9,652,232
2024-09-27,Vergalhão de Aço,2024,9,Fim_Mes,4,58.04,67.54,166.4,222.3,1385,109
2024-09-28,Vergalhão de Aço,2024,9,Fim_Mes,5,60.67,61.91,148.3,221.1,1624,49
2024-09-29,Vergalhão de Aço,2024,9,Fim_Mes,6,57.35,65.67,141.1,218.0,1877,28
2024-09-30,Vergalhão de Aço,2024,9,Fim_Mes,0,58.09,64.34,140.4,208.3,1243,152
2024-10-01,Vergalhão de Aço,2024,10,Inicio_Mes,1,56.59,59.14,127.9,212.1,851,248
2024-10-02,Vergalhão de Aço,2024,10,Inicio_Mes,2,59.16,54.33,141.7,218.3,696,383
2024-10-03,Vergalhão de Aço,2024,10,Inicio_Mes,3,55.14,61.62,171.6,215.8,1728,170
2024-10-04,Vergalhão de Aço,2024,10,Inicio_Mes,4,59.4,65.61,162.7,211.5,1483,167
2024-10-05,Vergalhão de Aço,2024,10,Inicio_Mes,5,55.92,55.38,171.0,204.3,650,98
2024-10-06,Vergalhão de Aço,2024,10,Inicio_Mes,6,58.24,49.5,178.0,202.1,1162,156
2024-10-07,Vergalhão de Aço,2024,10,Inicio_Mes,0,57.0,66.75,196.3,200.0,905,158
2024-10-08,Vergalhão de Aço,2024,10,Inicio_Mes,1,56.45,52.27,197.1,199.3,601,359
2024-10-09,Vergalhão de Aço,2024,10,Inicio_Mes,2,58.36,63.89,213.0,207.7,1745,198
2024-10-10,Vergalhão de Aço,2024,10,Inicio_Mes,3,55.56,53.19,186.6,206.9,1562,294
2024-10-11,Vergalhão de Aço,2024,10,Meio_Mes,4,56.89,55.32,204.3,197.7,1817,223
2024-10-12,Vergalhão de Aço,2024,10,Meio_Mes,5,56.66,59.2,212.3,190.9,1492,74
2024-10-13,Vergalhão de Aço,2024,10,Meio_Mes,6,57.34,62.16,208.9,189.0,825,46
2024-10-14,Vergalhão de Aço,2024,10,Meio_Mes,0,57.62,67.08,193.1,182.5,657,135
2024-10-15,Vergalhão de Aço,2024,10,Meio_Mes,1,57.79,54.78,189.9,185.7,1564,258
2024-10-16,Vergalhão de Aço,2024,10,Meio_Mes,2,56.53,57.64,175.4,192.3,1287,212
2024-10-17,Vergalhão de Aço,2024,10,Meio_Mes,3,57.56,64.64,177.4,188.2,1541,126
2024-10-18,Vergalhão de Aço,2024,10,Meio_Mes,4,56.42,65.1,153.4,184.5,1537,130
2024-10-19,Vergalhão de Aço,2024,10,Meio_Mes,5,57.44,54.02,140.1,173.9,1689,93
2024-10-20,Vergalhão de Aço,2024,10,Meio_Mes,6,55.96,53.76,142.9,167.7,1921,73
2024-10-21,Vergalhão de Aço,2024,10,Fim_Mes,0,57.0,62.13,146.7,162.3,1358,137
2024-10-22,Vergalhão de Aço,2024,10,Fim_Mes,1,56.4,55.02,147.0,163.5,820,202
2024-10-23,Vergalhão de Aço,2024,10,Fim_Mes,2,57.1,55.78,139.0,169.2,634,198
2024-10-24,Vergalhão de Aço,2024,10,Fim_Mes,3,54.5,59.0,137.0,167.8,1703,114
2024-10-25,Vergalhão de Aço,2024,10,Fim_Mes,4,56.69,49.15,135.3,166.5,1281,256
2024-10-26,Vergalhão de Aço,2024,10,Fim_Mes,5,56.82,51.66,153.3,169.3,1680,84
2024-10-27,Vergalhão de Aço,2024,10,Fim_Mes,6,53.51,47.81,152.0,164.3,1768,94
2024-10-28,Vergalhão de Aço,2024,10,Fim_Mes,0,55.3,52.3,155.0,163.8,1776,211
2024-10-29,Vergalhão de Aço,2024,10,Fim_Mes,1,56.95,53.11,165.6,169.2,1443,235
2024-10-30,Vergalhão de Aço,2024,10,Fim_Mes,2,57.03,65.53,170.3,176.1,616,104
2024-10-31,Vergalhão de Aço,2024,10,Fim_Mes,3,55.16,56.88,156.9,174.5,988,143
2024-11-01,Vergalhão de Aço,2024,11,Inicio_Mes,4,54.32,57.31,161.0,171.0,1050,162
2024-11-02,Vergalhão de Aço,2024,11,Inicio_Mes,5,54.69,47.72,147.6,163.7,1658,136
2024-11-03,Vergalhão de Aço,2024,11,Inicio_Mes,6,54.7,58.87,155.0,162.5,1048,43
2024-11-04,Vergalhão de Aço,2024,11,Inicio_Mes,0,55.05,63.95,147.7,158.4,1466,130
2024-11-05,Vergalhão de Aço,2024,11,Inicio_Mes,1,56.4,51.64,136.1,159.5,1164,340
2024-11-06,Vergalhão de Aço,2024,11,Inicio_Mes,2,54.59,51.41,151.1,165.6,973,300
2024-11-07,Vergalhão de Aço,2024,11,Inicio_Mes,3,55.36,48.29,179.1,170.3,1300,336
2024-11-08,Vergalhão de Aço,2024,11,Inicio_Mes,4,54.63,59.74,206.7,169.6,1551,143
2024-11-09,Vergalhão de Aço,2024,11,Inicio_Mes,5,52.73,51.74,204.0,167.7,956,74
2024-11-10,Vergalhão de Aço,2024,11,Inicio_Mes,6,54.65,51.3,195.1,160.4,988,83
2024-11-11,Vergalhão de Aço,2024,11,Meio_Mes,0,54.9,57.6,200.9,155.7,703,154
2024-11-12,Vergalhão de Aço,2024,11,Meio_Mes,1,53.98,56.55,204.3,158.4,1441,154
2024-11-13,Vergalhão de Aço,2024,11,Meio_Mes,2,53.06,45.37,177.7,162.0,1902,320
2024-11-14,Vergalhão de Aço,2024,11,Meio_Mes,3,55.37,59.98,180.6,168.2,1423,111
2024-11-15,Vergalhão de Aço,2024,11,Meio_Mes,4,53.12,55.63,148.4,163.3,1769,130
2024-11-16,Vergalhão de Aço,2024,11,Meio_Mes,5,54.95,50.38,146.6,160.5,1393,83
2024-11-17,Vergalhão de Aço,2024,11,Meio_Mes,6,55.45,54.6,147.9,159.1,620,71
2024-11-18,Vergalhão de Aço,2024,11,Meio_Mes,0,52.48,52.41,146.1,157.1,1892,191
2024-11-19,Vergalhão de Aço,2024,11,Meio_Mes,1,55.42,50.56,151.4,160.4,1507,252
2024-11-20,Vergalhão de Aço,2024,11,Meio_Mes,2,54.07,47.61,165.4,166.4,1610,284
2024-11-21,Vergalhão de Aço,2024,11,Fim_Mes,3,53.89,50.41,160.3,171.3,1186,172
2024-11-22,Vergalhão de Aço,2024,11,Fim_Mes,4,55.97,59.35,169.0,170.3,926,117
2024-11-23,Vergalhão de Aço,2024,11,Fim_Mes,5,53.38,48.88,167.1,167.6,1784,67
2024-11-24,Vergalhão de Aço,2024,11,Fim_Mes,6,53.02,49.81,164.9,166.0,934,53
2024-11-25,Vergalhão de Aço,2024,11,Fim_Mes,0,53.79,58.73,162.3,159.2,1419,100
2024-11-26,Vergalhão de Aço,2024,11,Fim_Mes,1,53.17,61.89,149.3,159.8,1731,84
2024-11-27,Vergalhão de Aço,2024,11,Fim_Mes,2,54.36,62.94,125.3,159.4,1334,88
2024-11-28,Vergalhão de Aço,2024,11,Fim_Mes,3,54.3,59.47,97.3,155.3,1596,82
2024-11-29,Vergalhão de Aço,2024,11,Fim_Mes,4,52.87,51.41,84.4,150.2,1843,145
2024-11-30,Vergalhão de Aço,2024,11,Fim_Mes,5,54.92,51.55,88.4,151.6,1097,81
2024-12-01,Vergalhão de Aço,2024,12,Inicio_Mes,6,54.02,59.95,90.4,149.5,1213,50
2024-12-02,Vergalhão de Aço,2024,12,Inicio_Mes,0,52.15,56.47,90.0,145.8,1177,157
2024-12-03,Vergalhão de Aço,2024,12,Inicio_Mes,1,55.89,64.77,98.1,146.5,686,106
2024-12-04,Vergalhão de Aço,2024,12,Inicio_Mes,2,53.01,52.82,101.3,148.6,629,209
2024-12-05,Vergalhão de Aço,2024,12,Inicio_Mes,3,53.65,46.6,118.6,151.2,1262,271
2024-12-06,Vergalhão de Aço,2024,12,Inicio_Mes,4,53.06,56.57,145.6,148.9,951,154
2024-12-07,Vergalhão de Aço,2024,12,Inicio_Mes,5,53.29,46.54,146.9,144.1,850,100
2024-12-08,Vergalhão de Aço,2024,12,Inicio_Mes,6,54.5,60.97,149.6,136.2,1524,46
2024-12-09,Vergalhão de Aço,2024,12,Inicio_Mes,0,53.24,50.7,149.0,133.0,937,236
2024-12-10,Vergalhão de Aço,2024,12,Inicio_Mes,1,56.94,55.1,160.3,138.4,1077,240
2024-12-11,Vergalhão de Aço,2024,12,Meio_Mes,2,54.17,51.55,179.4,143.6,1833,192
2024-12-12,Vergalhão de Aço,2024,12,Meio_Mes,3,53.49,51.72,177.0,144.9,1282,158
2024-12-13,Vergalhão de Aço,2024,12,Meio_Mes,4,53.39,55.13,160.9,145.0,1279,115
2024-12-14,Vergalhão de Aço,2024,12,Meio_Mes,5,54.08,58.05,155.3,138.2,1731,36
2024-12-15,Vergalhão de Aço,2024,12,Meio_Mes,6,54.16,53.89,146.1,135.7,1424,57
2024-12-16,Vergalhão de Aço,2024,12,Meio_Mes,0,54.25,49.32,147.7,133.2,1536,209
2024-12-17,Vergalhão de Aço,2024,12,Meio_Mes,1,53.27,48.19,143.9,137.4,602,211
2024-12-18,Vergalhão de Aço,2024,12,Meio_Mes,2,54.87,55.96,139.7,142.1,817,153
2024-12-19,Vergalhão de Aço,2024,12,Meio_Mes,3,53.0,46.89,134.1,140.8,900,197
2024-12-20,Vergalhão de Aço,2024,12,Meio_Mes,4,56.58,52.67,139.7,139.0,677,178
2024-12-21,Vergalhão de Aço,2024,12,Fim_Mes,5,52.32,48.26,148.7,135.5,1895,48
2024-12-22,Vergalhão de Aço,2024,12,Fim_Mes,6,55.07,54.37,150.4,131.3,1179,61
2024-12-23,Vergalhão de Aço,2024,12,Fim_Mes,0,56.07,60.65,151.0,129.5,831,97
2024-12-24,Vergalhão de Aço,2024,12,Fim_Mes,1,51.03,58.04,135.0,130.5,1452,77
2024-12-25,Vergalhão de Aço,2024,12,Fim_Mes,2,52.91,55.55,115.9,131.3,758,105
2024-12-26,Vergalhão de Aço,2024,12,Fim_Mes,3,53.1,57.26,109.0,131.4,878,79
2024-12-27,Vergalhão de Aço,2024,12,Fim_Mes,4,55.13,50.58,92.1,131.3,1285,146
2024-12-28,Vergalhão de Aço,2024,12,Fim_Mes,5,53.88,59.89,87.6,133.2,693,26
2024-12-29,Vergalhão de Aço,2024,12,Fim_Mes,6,57.24,60.52,84.4,131.3,1529,23
2024-12-30,Vergalhão de Aço,2024,12,Fim_Mes,0,54.66,61.54,79.0,127.3,1708,96
2024-12-31,Vergalhão de Aço,2024,12,Fim_Mes,1,54.35,52.18,78.9,127.8,1668,156
2025-01-01,Vergalhão de Aço,2025,1,Inicio_Mes,2,55.37,62.69,90.1,131.3,1791,116
2025-01-02,Vergalhão de Aço,2025,1,Inicio_Mes,3,56.05,54.82,91.7,129.9,1684,180
2025-01-03,Vergalhão de Aço,2025,1,Inicio_Mes,4,57.02,49.73,106.1,132.4,1784,266
2025-01-04,Vergalhão de Aço,2025,1,Inicio_Mes,5,58.15,68.0,123.3,134.3,689,12
2025-01-05,Vergalhão de Aço,2025,1,Inicio_Mes,6,56.51,55.04,121.3,125.7,1685,69
2025-01-06,Vergalhão de Aço,2025,1,Inicio_Mes,0,55.09,50.83,127.9,122.8,1073,257
2025-01-07,Vergalhão de Aço,2025,1,Inicio_Mes,1,56.65,55.06,150.9,128.1,1226,209
2025-01-08,Vergalhão de Aço,2025,1,Inicio_Mes,2,58.53,63.44,158.4,133.5,611,148
2025-01-09,Vergalhão de Aço,2025,1,Inicio_Mes,3,58.33,58.9,163.0,130.6,607,146
2025-01-10,Vergalhão de Aço,2025,1,Inicio_Mes,4,58.35,60.16,158.1,127.4,689,153
2025-01-11,Vergalhão de Aço,2025,1,Meio_Mes,5,58.27,64.57,142.0,126.1,1614,45
2025-01-12,Vergalhão de Aço,2025,1,Meio_Mes,6,57.92,51.91,146.7,122.4,1506,81
2025-01-13,Vergalhão de Aço,2025,1,Meio_Mes,0,59.57,53.97,148.4,121.2,863,211
2025-01-14,Vergalhão de Aço,2025,1,Meio_Mes,1,58.36,67.1,141.9,127.1,1624,89
2025-01-15,Vergalhão de Aço,2025,1,Meio_Mes,2,60.1,68.72,124.7,128.1,1381,97
2025-01-16,Vergalhão de Aço,2025,1,Meio_Mes,3,56.98,57.34,117.4,124.4,1567,129
2025-01-17,Vergalhão de Aço,2025,1,Meio_Mes,4,57.29,54.63,115.0,121.7,926,146
2025-01-18,Vergalhão de Aço,2025,1,Meio_Mes,5,57.95,66.62,114.0,121.4,1284,15
2025-01-19,Vergalhão de Aço,2025,1,Meio_Mes,6,57.41,64.37,109.7,115.4,1490,44
2025-01-20,Vergalhão de Aço,2025,1,Meio_Mes,0,57.8,62.34,104.4,110.9,956,118
2025-01-21,Vergalhão de Aço,2025,1,Fim_Mes,1,58.88,56.35,91.1,113.2,963,141
2025-01-22,Vergalhão de Aço,2025,1,Fim_Mes,2,59.48,54.85,98.6,115.9,1403,146
2025-01-23,Vergalhão de Aço,2025,1,Fim_Mes,3,59.87,66.99,105.6,117.5,1650,56
2025-01-24,Vergalhão de Aço,2025,1,Fim_Mes,4,58.15,51.12,95.1,116.8,1543,164
2025-01-25,Vergalhão de Aço,2025,1,Fim_Mes,5,57.88,49.79,97.7,118.8,950,44
2025-01-26,Vergalhão de Aço,2025,1,Fim_Mes,6,59.58,51.41,101.9,117.6,1500,47
2025-01-27,Vergalhão de Aço,2025,1,Fim_Mes,0,60.07,68.66,102.3,114.3,1039,67
2025-01-28,Vergalhão de Aço,2025,1,Fim_Mes,1,59.76,55.71,95.0,115.7,1378,152
2025-01-29,Vergalhão de Aço,2025,1,Fim_Mes,2,60.35,68.39,96.6,120.0,1946,78
2025-01-30,Vergalhão de Aço,2025,1,Fim_Mes,3,58.36,50.04,86.9,119.4,1086,170
2025-01-31,Vergalhão de Aço,2025,1,Fim_Mes,4,60.05,57.24,103.1,119.9,1483,135
2025-02-01,Vergalhão de Aço,2025,2,Inicio_Mes,5,60.48,66.62,99.0,120.5,652,56
2025-02-02,Vergalhão de Aço,2025,2,Inicio_Mes,6,60.3,62.47,100.7,116.4,1443,67
2025-02-03,Vergalhão de Aço,2025,2,Inicio_Mes,0,60.23,62.74,103.6,109.7,1937,185
2025-02-04,Vergalhão de Aço,2025,2,Inicio_Mes,1,59.61,64.58,120.4,115.5,1125,165
2025-02-05,Vergalhão de Aço,2025,2,Inicio_Mes,2,60.71,70.2,122.3,118.7,1854,104
2025-02-06,Vergalhão de Aço,2025,2,Inicio_Mes,3,60.64,55.78,126.0,113.6,1944,220
2025-02-07,Vergalhão de Aço,2025,2,Inicio_Mes,4,61.04,63.83,133.1,114.0,672,157
2025-02-08,Vergalhão de Aço,2025,2,Inicio_Mes,5,62.69,67.3,136.3,114.3,1103,45
2025-02-09,Vergalhão de Aço,2025,2,Inicio_Mes,6,62.78,67.81,134.7,110.9,1475,49
2025-02-10,Vergalhão de Aço,2025,2,Inicio_Mes,0,59.68,63.25,132.1,107.4,1409,160
2025-02-11,Vergalhão de Aço,2025,2,Meio_Mes,1,61.3,61.31,128.6,111.3,1501,149
2025-02-12,Vergalhão de Aço,2025,2,Meio_Mes,2,60.32,51.65,126.3,113.5,1651,266
2025-02-13,Vergalhão de Aço,2025,2,Meio_Mes,3,62.63,70.56,149.4,115.4,1683,95
2025-02-14,Vergalhão de Aço,2025,2,Meio_Mes,4,60.92,61.6,131.6,115.6,1142,138
2025-02-15,Vergalhão de Aço,2025,2,Meio_Mes,5,61.23,57.64,128.9,116.9,1843,52
2025-02-16,Vergalhão de Aço,2025,2,Meio_Mes,6,63.09,61.02,129.9,114.4,670,70
2025-02-17,Vergalhão de Aço,2025,2,Meio_Mes,0,61.0,53.55,132.9,111.8,1419,239
2025-02-18,Vergalhão de Aço,2025,2,Meio_Mes,1,59.82,67.88,144.1,119.3,1796,102
2025-02-19,Vergalhão de Aço,2025,2,Meio_Mes,2,61.96,58.52,137.4,121.2,1683,184
2025-02-20,Vergalhão de Aço,2025,2,Meio_Mes,3,61.58,72.12,125.7,123.4,1227,82
2025-02-21,Vergalhão de Aço,2025,2,Fim_Mes,4,60.73,71.17,123.9,121.5,1702,58
2025-02-22,Vergalhão de Aço,2025,2,Fim_Mes,5,61.15,53.41,112.4,118.5,884,56
2025-02-23,Vergalhão de Aço,2025,2,Fim_Mes,6,61.24,57.48,113.0,118.5,736,36
2025-02-24,Vergalhão de Aço,2025,2,Fim_Mes,0,61.2,71.67,108.1,114.3,1625,66
2025-02-25,Vergalhão de Aço,2025,2,Fim_Mes,1,61.48,57.91,83.4,115.0,1677,159
2025-02-26,Vergalhão de Aço,2025,2,Fim_Mes,2,60.18,55.77,91.6,118.7,775,153
2025-02-27,Vergalhão de Aço,2025,2,Fim_Mes,3,60.73,65.13,87.1,121.6,684,72
2025-02-28,Vergalhão de Aço,2025,2,Fim_Mes,4,62.38,56.05,85.7,118.9,1062,154
2025-03-01,Vergalhão de Aço,2025,3,Inicio_Mes,5,61.68,58.58,99.4,121.5,1360,85
2025-03-02,Vergalhão de Aço,2025,3,Inicio_Mes,6,61.33,63.88,103.6,118.6,1282,69
2025-03-03,Vergalhão de Aço,2025,3,Inicio_Mes,0,62.2,58.49,108.3,116.4,1258,290
2025-03-04,Vergalhão de Aço,2025,3,Inicio_Mes,1,61.72,58.7,140.3,124.2,1710,280
2025-03-05,Vergalhão de Aço,2025,3,Inicio_Mes,2,61.7,61.78,157.6,131.3,1578,234
2025-03-06,Vergalhão de Aço,2025,3,Inicio_Mes,3,64.02,70.83,169.1,133.0,1763,152
2025-03-07,Vergalhão de Aço,2025,3,Inicio_Mes,4,62.34,70.27,180.6,132.5,1935,117
2025-03-08,Vergalhão de Aço,2025,3,Inicio_Mes,5,61.56,56.29,175.3,133.0,1260,113
2025-03-09,Vergalhão de Aço,2025,3,Inicio_Mes,6,61.84,62.42,179.3,129.4,1731,90
2025-03-10,Vergalhão de Aço,2025,3,Inicio_Mes,0,63.03,62.04,182.3,127.2,1043,252
2025-03-11,Vergalhão de Aço,2025,3,Meio_Mes,1,63.76,56.85,176.9,134.1,865,271
2025-03-12,Vergalhão de Aço,2025,3,Meio_Mes,2,64.16,64.9,175.6,141.5,1470,193
2025-03-13,Vergalhão de Aço,2025,3,Meio_Mes,3,62.27,60.58,169.7,142.6,1493,166
2025-03-14,Vergalhão de Aço,2025,3,Meio_Mes,4,62.17,56.65,171.7,143.1,976,215
2025-03-15,Vergalhão de Aço,2025,3,Meio_Mes,5,61.19,68.68,185.7,141.4,985,33
2025-03-16,Vergalhão de Aço,2025,3,Meio_Mes,6,60.59,58.99,174.3,139.4,1676,67
2025-03-17,Vergalhão de Aço,2025,3,Meio_Mes,0,61.03,63.09,171.0,137.0,1740,162
2025-03-18,Vergalhão de Aço,2025,3,Meio_Mes,1,61.23,65.64,158.1,140.7,897,147
2025-03-19,Vergalhão de Aço,2025,3,Meio_Mes,2,62.32,58.11,140.4,143.2,955,234
2025-03-20,Vergalhão de Aço,2025,3,Meio_Mes,3,62.45,68.54,146.3,143.1,805,125
2025-03-21,Vergalhão de Aço,2025,3,Fim_Mes,4,59.33,52.27,140.4,143.8,1256,195
2025-03-22,Vergalhão de Aço,2025,3,Fim_Mes,5,60.65,56.32,137.6,144.2,1826,55
2025-03-23,Vergalhão de Aço,2025,3,Fim_Mes,6,59.09,65.06,140.7,143.3,808,14
2025-03-24,Vergalhão de Aço,2025,3,Fim_Mes,0,58.45,61.2,133.1,141.8,1949,121
2025-03-25,Vergalhão de Aço,2025,3,Fim_Mes,1,61.03,68.54,127.3,144.0,830,107
2025-03-26,Vergalhão de Aço,2025,3,Fim_Mes,2,61.77,65.04,121.6,146.4,1829,104
2025-03-27,Vergalhão de Aço,2025,3,Fim_Mes,3,62.16,53.87,103.0,147.6,647,242
2025-03-28,Vergalhão de Aço,2025,3,Fim_Mes,4,59.06,66.56,119.7,150.4,816,98
2025-03-29,Vergalhão de Aço,2025,3,Fim_Mes,5,61.41,57.01,105.9,148.6,666,56
2025-03-30,Vergalhão de Aço,2025,3,Fim_Mes,6,60.74,63.82,106.0,148.0,979,43
2025-03-31,Vergalhão de Aço,2025,3,Fim_Mes,0,60.86,67.83,110.1,144.3,1129,88
2025-04-01,Vergalhão de Aço,2025,4,Inicio_Mes,1,60.66,67.03,105.4,144.4,919,203
2025-04-02,Vergalhão de Aço,2025,4,Inicio_Mes,2,62.04,71.76,119.1,148.9,1122,183
2025-04-03,Vergalhão de Aço,2025,4,Inicio_Mes,3,61.28,67.77,130.4,145.3,916,187
2025-04-04,Vergalhão de Aço,2025,4,Inicio_Mes,4,60.87,71.05,122.6,142.2,1501,140
2025-04-05,Vergalhão de Aço,2025,4,Inicio_Mes,5,60.89,64.04,128.6,139.1,1515,80
2025-04-06,Vergalhão de Aço,2025,4,Inicio_Mes,6,61.98,72.06,132.0,136.7,1794,48
2025-04-07,Vergalhão de Aço,2025,4,Inicio_Mes,0,59.84,56.43,132.7,134.4,1900,368
2025-04-08,Vergalhão de Aço,2025,4,Inicio_Mes,1,61.84,72.77,172.7,142.9,1021,168
2025-04-09,Vergalhão de Aço,2025,4,Inicio_Mes,2,60.02,59.79,167.7,145.5,952,294
2025-04-10,Vergalhão de Aço,2025,4,Inicio_Mes,3,61.83,71.64,183.6,146.9,850,141
2025-04-11,Vergalhão de Aço,2025,4,Meio_Mes,4,61.33,53.38,177.0,142.6,724,310
2025-04-12,Vergalhão de Aço,2025,4,Meio_Mes,5,60.87,54.76,201.3,146.5,1906,93
2025-04-13,Vergalhão de Aço,2025,4,Meio_Mes,6,60.5,56.35,203.1,144.0,1235,65
2025-04-14,Vergalhão de Aço,2025,4,Meio_Mes,0,61.74,67.84,205.6,139.0,1380,165
2025-04-15,Vergalhão de Aço,2025,4,Meio_Mes,1,59.11,58.09,176.6,143.4,1794,255
2025-04-16,Vergalhão de Aço,2025,4,Meio_Mes,2,61.48,57.77,189.0,149.7,857,269
2025-04-17,Vergalhão de Aço,2025,4,Meio_Mes,3,59.42,58.94,185.4,153.3,1721,194
2025-04-18,Vergalhão de Aço,2025,4,Meio_Mes,4,60.37,61.9,193.0,154.8,988,175
2025-04-19,Vergalhão de Aço,2025,4,Meio_Mes,5,57.61,60.3,173.7,152.9,1185,60
2025-04-20,Vergalhão de Aço,2025,4,Meio_Mes,6,60.84,58.62,169.0,150.7,1589,83
2025-04-21,Vergalhão de Aço,2025,4,Fim_Mes,0,60.31,67.6,171.6,147.0,1364,118
2025-04-22,Vergalhão de Aço,2025,4,Fim_Mes,1,60.44,59.34,164.9,149.1,1041,195
2025-04-23,Vergalhão de Aço,2025,4,Fim_Mes,2,59.34,61.74,156.3,155.1,1226,156
2025-04-24,Vergalhão de Aço,2025,4,Fim_Mes,3,61.17,52.65,140.1,156.3,1489,267
2025-04-25,Vergalhão de Aço,2025,4,Fim_Mes,4,58.16,52.75,150.6,161.6,1366,222
2025-04-26,Vergalhão de Aço,2025,4,Fim_Mes,5,59.58,66.74,157.3,165.5,1927,36
2025-04-27,Vergalhão de Aço,2025,4,Fim_Mes,6,56.84,49.26,153.9,158.7,671,84
2025-04-28,Vergalhão de Aço,2025,4,Fim_Mes,0,58.5,54.1,154.0,158.2,1428,253
2025-04-29,Vergalhão de Aço,2025,4,Fim_Mes,1,59.47,57.6,173.3,164.8,1711,188
2025-04-30,Vergalhão de Aço,2025,4,Fim_Mes,2,58.69,56.68,172.3,169.6,1089,215
2025-05-01,Vergalhão de Aço,2025,5,Inicio_Mes,3,58.01,53.31,180.7,173.8,714,409
2025-05-02,Vergalhão de Aço,2025,5,Inicio_Mes,4,56.81,64.05,201.0,180.7,898,165
2025-05-03,Vergalhão de Aço,2025,5,Inicio_Mes,5,59.92,67.22,192.9,180.1,1119,67
2025-05-04,Vergalhão de Aço,2025,5,Inicio_Mes,6,56.2,65.07,197.3,176.1,760,58
2025-05-05,Vergalhão de Aço,2025,5,Inicio_Mes,0,58.53,60.02,193.6,173.4,644,310
2025-05-06,Vergalhão de Aço,2025,5,Inicio_Mes,1,55.28,49.93,201.7,181.0,1486,481
2025-05-07,Vergalhão de Aço,2025,5,Inicio_Mes,2,58.19,63.19,243.6,195.5,692,252
